,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
0,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9006145
1,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9018025
2,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9023557
3,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9032502
4,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.903973
5,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9048283
6,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,,,dask_helper,dask_helper,released,waiting,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9055545
7,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9063582
8,list-388c9e91-973b-440a-8d7e-0e5fd4b86351,,,list,list,released,waiting,update-graph-1713553302.3072264,tcp://10.201.3.173:8786,,,,,1713553306.9071012
9,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,22707847913472,tcp://10.201.2.137:35753,dask_helper,dask_helper,processing,memory,task-finished-1713553312.7673435,tcp://10.201.3.173:8786,1713553309.5276892,1713553312.7703485,3.242659330368042,50248,1713553312.768741
10,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,22461259743232,tcp://10.201.2.137:33089,dask_helper,dask_helper,processing,memory,task-finished-1713553312.7674005,tcp://10.201.3.173:8786,1713553309.5279074,1713553312.7706199,3.2427124977111816,50208,1713553312.7696946
11,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,22811028746240,tcp://10.201.2.137:35217,dask_helper,dask_helper,processing,memory,task-finished-1713553313.010675,tcp://10.201.3.173:8786,1713553311.5267603,1713553315.0127325,3.4859721660614014,50208,1713553313.0118065
12,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,22472465047552,tcp://10.201.2.137:37489,dask_helper,dask_helper,processing,memory,task-finished-1713553313.013417,tcp://10.201.3.173:8786,1713553309.527572,1713553313.0162857,3.4887137413024902,50208,1713553313.0145152
13,list-388c9e91-973b-440a-8d7e-0e5fd4b86351,,,list,list,waiting,processing,task-finished-1713553313.013417,tcp://10.201.3.173:8786,,,,,1713553313.0147762
14,list-388c9e91-973b-440a-8d7e-0e5fd4b86351,22707847913472,tcp://10.201.2.137:35753,list,list,processing,memory,task-finished-1713553313.0357232,tcp://10.201.3.173:8786,1713553313.0204167,1713553313.0282717,0.007854938507080078,200992,1713553313.0389686
15,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.0357232,tcp://10.201.3.173:8786,,,,,1713553313.0391204
16,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.0357232,tcp://10.201.3.173:8786,,,,,1713553313.0405257
17,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.0357232,tcp://10.201.3.173:8786,,,,,1713553313.0415866
18,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,,,dask_helper,dask_helper,memory,released,task-finished-1713553313.0357232,tcp://10.201.3.173:8786,,,,,1713553313.0426624
19,list-388c9e91-973b-440a-8d7e-0e5fd4b86351,,,list,list,memory,forgotten,client-releases-keys-1713553313.073392,tcp://10.201.3.173:8786,,,,,1713553313.0734322
20,_dask_helper-491ba0f1-f9f4-41f2-a98a-7f550dc4d712,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.073392,tcp://10.201.3.173:8786,,,,,1713553313.0735667
21,_dask_helper-15c001f2-b969-4f02-b293-8f9ee31a0cc0,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.073392,tcp://10.201.3.173:8786,,,,,1713553313.0749369
22,_dask_helper-4ff1e6f8-6470-4864-bc17-8c6c0121d1aa,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.073392,tcp://10.201.3.173:8786,,,,,1713553313.0760756
23,_dask_helper-2de19b80-de5d-4fce-84aa-3c84851d96b3,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553313.073392,tcp://10.201.3.173:8786,,,,,1713553313.0771825
24,_dask_helper-0ca64737-8e1a-4af8-8950-0807478dff93,,,dask_helper,dask_helper,released,waiting,update-graph-1713553313.0852792,tcp://10.201.3.173:8786,,,,,1713553313.0919662
25,_dask_helper-0ca64737-8e1a-4af8-8950-0807478dff93,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553313.0852792,tcp://10.201.3.173:8786,,,,,1713553313.0926976
26,list-49420bcc-6d44-4766-a0b4-9e74cc72b521,,,list,list,released,waiting,update-graph-1713553313.0852792,tcp://10.201.3.173:8786,,,,,1713553313.0937703
27,_dask_helper-0ca64737-8e1a-4af8-8950-0807478dff93,22528266268672,tcp://10.201.2.137:38981,dask_helper,dask_helper,processing,memory,task-finished-1713553326.6818185,tcp://10.201.3.173:8786,1713553313.737036,1713553326.681663,12.944627046585083,4961200,1713553326.683396
28,list-49420bcc-6d44-4766-a0b4-9e74cc72b521,,,list,list,waiting,processing,task-finished-1713553326.6818185,tcp://10.201.3.173:8786,,,,,1713553326.6840532
29,list-49420bcc-6d44-4766-a0b4-9e74cc72b521,22528066293760,tcp://10.201.2.137:38981,list,list,processing,memory,task-finished-1713553326.688145,tcp://10.201.3.173:8786,1713553326.6876204,1713553326.6876998,7.939338684082031e-05,4961288,1713553326.6892107
30,_dask_helper-0ca64737-8e1a-4af8-8950-0807478dff93,,,dask_helper,dask_helper,memory,released,task-finished-1713553326.688145,tcp://10.201.3.173:8786,,,,,1713553326.6895459
31,list-49420bcc-6d44-4766-a0b4-9e74cc72b521,,,list,list,memory,forgotten,client-releases-keys-1713553326.7344143,tcp://10.201.3.173:8786,,,,,1713553326.7344527
32,_dask_helper-0ca64737-8e1a-4af8-8950-0807478dff93,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553326.7344143,tcp://10.201.3.173:8786,,,,,1713553326.7345796
33,_dask_helper-38ed5276-9372-4f76-b33f-a369e65ccd21,,,dask_helper,dask_helper,released,waiting,update-graph-1713553326.746241,tcp://10.201.3.173:8786,,,,,1713553326.7530534
34,_dask_helper-38ed5276-9372-4f76-b33f-a369e65ccd21,,,dask_helper,dask_helper,waiting,processing,update-graph-1713553326.746241,tcp://10.201.3.173:8786,,,,,1713553326.753989
35,list-845fc5ff-dc20-4c84-a401-641e55efbe06,,,list,list,released,waiting,update-graph-1713553326.746241,tcp://10.201.3.173:8786,,,,,1713553326.7550857
36,_dask_helper-38ed5276-9372-4f76-b33f-a369e65ccd21,22452485206016,tcp://10.201.2.137:46839,dask_helper,dask_helper,processing,memory,task-finished-1713553340.170764,tcp://10.201.3.173:8786,1713553327.3933237,1713553340.170434,12.77711033821106,80240,1713553340.172232
37,list-845fc5ff-dc20-4c84-a401-641e55efbe06,,,list,list,waiting,processing,task-finished-1713553340.170764,tcp://10.201.3.173:8786,,,,,1713553340.172733
38,list-845fc5ff-dc20-4c84-a401-641e55efbe06,22452485206016,tcp://10.201.2.137:46839,list,list,processing,memory,task-finished-1713553340.176743,tcp://10.201.3.173:8786,1713553340.1748664,1713553340.1749356,6.914138793945312e-05,80328,1713553340.177545
39,_dask_helper-38ed5276-9372-4f76-b33f-a369e65ccd21,,,dask_helper,dask_helper,memory,released,task-finished-1713553340.176743,tcp://10.201.3.173:8786,,,,,1713553340.1777353
40,list-845fc5ff-dc20-4c84-a401-641e55efbe06,,,list,list,memory,forgotten,client-releases-keys-1713553340.1886935,tcp://10.201.3.173:8786,,,,,1713553340.1887646
41,_dask_helper-38ed5276-9372-4f76-b33f-a369e65ccd21,,,dask_helper,dask_helper,released,forgotten,client-releases-keys-1713553340.1886935,tcp://10.201.3.173:8786,,,,,1713553340.1890118
